"Class[Size] ->","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]","tseries[116-by-1]"
"2008Q3",9.50280840e+01,9.50280840e+01,2.18783000e+02,7.25000000e+00,7.46000000e+00,7.71000000e+00,9.29636988e+01,1.36700000e+01,5.34000000e+00,3.96250000e+00,1.73444163e+04,4.05147000e+04,9.73736000e+04,8.38366000e+04,8.35020000e+03,4.30880000e+03,2.51076000e+04,1.12761528e+02,1.75959836e+03,2.53666667e+00,1.07568870e+02,3.21436480e+04,3.35480000e+04,1.82518847e+04,4.26344490e+04,1.02468235e+05,8.82229720e+04,3.53032478e+04,2.64212419e+04,3.38254194e+04,8.04266492e+02,6.02466614e+04,7.76350850e+04,8.39839699e+03,1.55201727e+04,-6.90038922e+03,1.92778778e+04,3.11656996e+04,8.81673116e+04,8.73699863e+04,1.57431000e+04,1.18221094e+02,7.67983185e-01,8.61978350e+03,3.08446440e+05,3.10576155e+04,5.99904156e+04,8.12868635e+04,1.27798678e+05,3.58460628e+05,3.54882817e+05,2.40638179e+05,4.17296783e+00,3.67795146e+00,6.11589854e+00,-1.96859347e+01,7.20754809e+00,3.36439227e+00,-1.22457650e+00,1.97349449e+00,1.27483648e+01,1.27483648e+01,-1.27845375e+01,-1.32519386e+01,-6.76049904e+00,2.35590309e+00,1.55825472e+01,-6.08122808e+00,-1.19900047e+01,-9.49283316e+00,-2.22286583e+00,-3.11688312e+00,1.04849279e+00,-9.80579412e+00,7.36172280e+00,5.73181500e+01,4.93692743e+00,1.30369036e+00,1.21149244e+01,7.81157568e+00,-4.86492443e+00,1.55507557e+00,-7.12732771e-01,-1.91000000e+00,-1.63451214e-02,4.11861657e+00,3.13138343e+00,8.33000000e+00
"2008Q4",9.51477013e+01,9.51477013e+01,2.10228000e+02,7.25000000e+00,7.71000000e+00,8.08000000e+00,9.38097272e+01,1.38400000e+01,5.47000000e+00,2.00375000e+00,1.96659342e+04,4.58807000e+04,1.04192600e+05,8.72094000e+04,8.39210000e+03,4.38240000e+03,2.62099000e+04,8.59729777e+01,1.50712023e+03,5.66742857e+00,1.06598754e+02,3.37883040e+04,3.33581000e+04,2.06688484e+04,4.82205028e+04,1.09506166e+05,9.16568649e+04,3.50592810e+04,2.75465404e+04,3.55114244e+04,7.16897954e+02,6.30579648e+04,7.97135587e+04,9.82167526e+03,1.59529787e+04,2.64782813e+02,1.72573043e+04,3.07278561e+04,9.17852816e+04,9.14798368e+04,1.56429750e+04,5.90775000e+01,3.59127202e-01,1.62177616e+04,3.10831058e+05,3.28955846e+04,5.96587992e+04,7.93176245e+04,1.23746310e+05,3.61005882e+05,3.58054859e+05,2.46743548e+05,3.66241592e+00,3.60239471e+00,5.42476731e+00,-1.92851695e+01,1.09969739e+01,-4.65947798e-01,-5.72892294e+00,3.89926514e+00,9.40022723e+00,9.40022723e+00,-1.01677260e+01,-5.46516228e+00,-1.67999204e+00,1.82952796e+00,-1.26315079e+01,-9.63948166e-01,-4.21574223e+00,-2.82186218e+00,-3.33381505e+00,1.04849279e+00,5.75916230e+00,-7.54579628e+00,-2.48425550e+01,-3.47238120e+01,9.14129006e-02,1.22248802e-01,1.00599530e+01,-6.42004473e+00,-2.80995298e+00,3.78004702e+00,1.32113959e+00,-1.78000000e+00,-1.16099397e-02,4.17491274e+00,3.07508726e+00,8.37000000e+00
"2009Q1",9.39515290e+01,9.39515290e+01,2.12709000e+02,6.45454545e+00,8.08000000e+00,8.13000000e+00,8.73403297e+01,1.38300000e+01,5.60000000e+00,1.97188000e+00,1.80847000e+04,4.39579000e+04,1.05644600e+05,8.74310000e+04,7.89670000e+03,4.64950000e+03,2.73625000e+04,8.40151391e+01,1.38665328e+03,4.68645455e+00,1.14494645e+02,3.75679600e+04,3.27328000e+04,1.92489683e+04,4.67878495e+04,1.12445855e+05,9.30596882e+04,3.48400929e+04,2.91240603e+04,3.99865339e+04,6.51901555e+02,6.91105942e+04,7.44814233e+04,7.92547571e+03,1.52914782e+04,-6.85387731e+03,1.93870021e+04,2.65748846e+04,9.08074704e+04,9.09858073e+04,1.55141250e+04,4.33072131e+01,-1.06574496e-01,8.43760085e+03,3.09204129e+05,3.40791261e+04,4.95734534e+04,7.82411126e+04,1.19143220e+05,3.60895960e+05,3.59067006e+05,2.39634363e+05,2.86653545e+00,3.32094946e+00,3.14680466e+00,-2.85114557e+01,1.36063527e+01,-1.52659043e+00,-8.76312430e+00,4.63474980e-01,4.99854693e+00,4.99854693e+00,-7.60256237e+00,-1.82617478e+00,4.39188228e+00,4.08596423e+00,-1.66910818e+01,5.40574697e+00,1.16558482e+01,8.93381894e+00,-3.41087437e+00,5.75916230e+00,8.54472630e+00,3.18404981e-01,-3.63856473e+01,-5.57266851e+01,-3.83556255e-01,-1.05692975e+00,6.35340039e+00,-1.04893660e+01,1.01145064e-01,7.47659961e+00,4.79660955e+00,-8.54545455e-01,-8.24654020e-03,4.09949726e+00,2.35504819e+00,8.23000000e+00
"2009Q2",9.41075515e+01,9.41075515e+01,2.15693000e+02,5.54545455e+00,8.13000000e+00,8.32000000e+00,8.57148676e+01,1.38200000e+01,5.73000000e+00,1.60625000e+00,1.78910000e+04,4.44196000e+04,1.06903900e+05,8.71038000e+04,7.42370000e+03,4.78440000e+03,2.77699000e+04,9.33269166e+01,1.36493453e+03,3.15818182e+00,1.16665875e+02,3.88971720e+04,3.20627000e+04,1.90112267e+04,4.72008880e+04,1.13597579e+05,9.25577157e+04,3.40702733e+04,2.95086840e+04,4.13326788e+04,6.32813549e+02,7.08413628e+04,7.69573659e+04,8.95870398e+03,1.37703433e+04,3.19310181e+02,2.01263085e+04,2.62553324e+04,8.92765835e+04,8.97732108e+04,1.53563750e+04,5.97855556e+01,-5.27660010e-01,1.40896534e+04,3.08787433e+05,3.51042519e+04,4.73647993e+04,7.60484927e+04,1.14723773e+05,3.60036647e+05,3.59608841e+05,2.41428460e+05,1.20292777e+00,2.13676904e+00,1.47461685e+00,-3.17784302e+01,1.48108781e+01,-6.53128536e+00,-1.20419914e+01,-7.68376690e-01,6.17215304e-01,6.17215304e-01,1.73051041e+00,8.14964389e+00,1.10094256e+01,5.79729122e+00,-2.14066453e+01,9.96713422e+00,1.80062463e+01,1.45189763e+01,-3.71582479e+00,8.54472630e+00,1.15281501e+01,6.27143465e+00,-2.95798002e+01,-5.17075862e+01,-1.42677604e+00,-2.39757589e+00,3.27594220e+00,-8.80996253e+00,2.26951234e+00,1.05440578e+01,8.64365622e+00,1.84545455e-01,-5.85751750e-03,3.87582552e+00,1.66962903e+00,8.09000000e+00
"2009Q3",9.50592885e+01,9.50592885e+01,2.15969000e+02,4.63636364e+00,8.32000000e+00,8.33000000e+00,8.45420619e+01,1.39800000e+01,5.66000000e+00,1.26375000e+00,1.83428000e+04,4.34510000e+04,1.08022900e+05,8.74842000e+04,7.89510000e+03,4.76450000e+03,3.03877000e+04,9.30449257e+01,1.18488593e+03,2.86433333e+00,1.18284316e+02,3.96406400e+04,3.16076000e+04,1.92961680e+04,4.57093680e+04,1.13637396e+05,9.20311958e+04,3.32504067e+04,3.19671023e+04,4.17009643e+04,5.48637042e+02,7.36680666e+04,7.85874387e+04,9.78899426e+03,1.35512705e+04,-1.91342954e+03,1.78737586e+04,2.98291440e+04,8.93886131e+04,8.99986477e+04,1.52331250e+04,6.82373437e+01,-8.19929801e-01,1.16378409e+04,3.09739787e+05,3.64948492e+04,5.03828568e+04,7.46443735e+04,1.13387217e+05,3.61257949e+05,3.62237503e+05,2.46735426e+05,7.80370418e-01,2.07242651e+00,4.19309815e-01,-1.60151564e+01,1.75069256e+01,-8.17166478e+00,-1.12766898e+01,2.53378237e+00,3.28371347e-02,3.28371347e-02,5.72150920e+00,7.21228744e+00,1.09001208e+01,4.31658980e+00,-3.17841726e+01,2.09901577e+01,2.32829187e+01,2.22774257e+01,-5.81487905e+00,1.15281501e+01,8.04150454e+00,9.96147560e+00,-1.74852210e+01,-4.22798914e+01,-1.28620597e+00,-3.23935565e+00,3.06399842e-01,-5.62882034e+00,4.32996379e+00,1.36736002e+01,8.29311542e+00,1.02363636e+00,-4.16059468e-03,3.62010857e+00,1.01625507e+00,8.32000000e+00
"2009Q4",9.48824631e+01,9.48824631e+01,2.15949000e+02,4.50000000e+00,8.33000000e+00,8.02000000e+00,8.42907088e+01,1.35700000e+01,5.61000000e+00,9.84380000e-01,2.12326000e+04,4.84904000e+04,1.14613500e+05,8.81893000e+04,8.59620000e+03,4.92760000e+03,3.05982000e+04,1.00659747e+02,1.16499273e+03,2.35168182e+00,1.18637038e+02,4.10469080e+04,3.18117000e+04,2.23777918e+04,5.11057559e+04,1.20795241e+05,9.29458376e+04,3.35274812e+04,3.22485305e+04,4.32607952e+04,5.39475861e+02,7.55093256e+04,8.19553502e+04,1.09534622e+04,1.41857723e+04,4.88923065e+02,2.04865229e+04,3.15513981e+04,9.38151762e+04,9.47305066e+04,1.52362750e+04,7.61295312e+01,-9.41120588e-01,1.46746953e+04,3.11981578e+05,3.76266362e+04,4.88397906e+04,7.78735921e+04,1.14210759e+05,3.63287843e+05,3.65488172e+05,2.46610610e+05,6.32111889e-01,2.07602635e+00,3.70143127e-01,-1.81348080e+01,1.43820262e+01,-1.82056934e+00,-7.70572545e+00,-5.38769833e-02,-2.78764696e-01,-2.78764696e-01,8.26820775e+00,5.98345707e+00,1.03090768e+01,1.40630238e+00,-2.47485841e+01,1.70692579e+01,2.18221908e+01,1.97458970e+01,-4.36917064e+00,8.04150454e+00,-7.42574257e-01,1.12930814e+01,1.70830062e+01,2.88638335e+01,2.72133113e+00,-2.59988909e+00,1.38335095e+00,7.26734114e+00,3.11664905e+00,1.21866491e+01,5.39278794e+00,1.11000000e+00,-2.95527040e-03,3.39247643e+00,1.10752357e+00,7.96000000e+00
"2010Q1",9.76400000e+01,9.76400000e+01,2.17631000e+02,4.50000000e+00,8.02000000e+00,8.01000000e+00,8.93295426e+01,1.34800000e+01,5.62000000e+00,9.20000000e-01,2.07009000e+04,4.80395000e+04,1.16172700e+05,8.74111000e+04,8.47320000e+03,5.22828910e+03,3.03708000e+04,9.63089203e+01,1.11502220e+03,2.00091304e+00,1.11945049e+02,4.19308786e+04,3.23882000e+04,2.12012495e+04,4.92006350e+04,1.18980643e+05,8.95238632e+04,3.31710365e+04,3.11048751e+04,4.29443656e+04,5.12345301e+02,7.40492407e+04,7.80520119e+04,8.97638854e+03,1.40437804e+04,-2.75864636e+03,2.14240451e+04,2.98822234e+04,9.35482525e+04,9.44760629e+04,1.53034250e+04,7.88839344e+01,-8.93387662e-01,1.12851340e+04,3.15552167e+05,3.86775490e+04,5.16873237e+04,7.99106352e+04,1.17518098e+05,3.66028625e+05,3.68978428e+05,2.49721393e+05,1.42220093e+00,2.76032653e+00,2.05302472e+00,4.26411760e+00,1.34933708e+01,2.13381746e+00,-1.36400695e+00,4.20934177e+00,3.92592970e+00,3.92592970e+00,1.01422643e+01,5.15686340e+00,5.81149771e+00,-3.79952387e+00,-2.14075658e+01,6.80129999e+00,7.39706952e+00,7.14600486e+00,-4.79061997e+00,-7.42574257e-01,-1.47601476e+00,-2.22682535e+00,1.46328166e+01,8.21496438e+01,2.31395945e+00,-1.35811720e+00,1.23065898e+00,1.13733845e+01,3.26934102e+00,1.22493410e+01,3.28274489e+00,1.12000000e+00,-2.09912857e-03,3.21220504e+00,1.28779496e+00,7.86000000e+00
"2010Q2",9.79400000e+01,9.79400000e+01,2.17965000e+02,4.50000000e+00,8.01000000e+00,8.08000000e+00,8.95954480e+01,1.33600000e+01,5.50000000e+00,1.17313000e+00,2.00242000e+04,4.67907000e+04,1.18185800e+05,8.86557000e+04,8.23710000e+03,5.41977550e+03,3.24100000e+04,9.57500559e+01,1.12354972e+03,2.31790909e+00,1.11612813e+02,4.34124018e+04,3.32016000e+04,2.04453747e+04,4.77748622e+04,1.20671636e+05,9.05204207e+04,3.38999387e+04,3.30916888e+04,4.43255072e+04,5.15472537e+02,7.74171960e+04,8.03417229e+04,9.93736371e+03,1.35597660e+04,1.92368332e+02,2.20798419e+04,3.05431789e+04,9.20707863e+04,9.27535204e+04,1.54143750e+04,7.80528571e+01,-7.10633736e-01,1.37521343e+04,3.18936524e+05,3.96562087e+04,5.13498046e+04,8.18641686e+04,1.21805944e+05,3.68822828e+05,3.71958738e+05,2.48480384e+05,2.44035744e+00,3.43425830e+00,3.28675640e+00,8.41343214e+00,1.29669671e+01,7.64732561e+00,6.17323806e+00,2.92091676e+00,4.07241337e+00,4.07241337e+00,7.54368979e+00,1.21602402e+00,6.22729545e+00,-2.20110777e+00,-1.85427465e+01,1.21422046e+01,7.24082850e+00,9.28247693e+00,-4.99950712e-01,-1.47601476e+00,-2.88461538e+00,-4.33122487e+00,2.59639918e+00,3.05547074e+01,1.05334897e+00,3.77693303e-01,3.86708494e+00,4.57445551e+00,6.32915061e-01,9.49291506e+00,-1.81359482e+00,1.00000000e+00,-1.49101102e-03,3.12652761e+00,1.37347239e+00,7.86000000e+00
"2010Q3",9.86300000e+01,9.86300000e+01,2.18439000e+02,4.50000000e+00,8.08000000e+00,7.98000000e+00,8.93027548e+01,1.32700000e+01,5.42000000e+00,7.77750000e-01,1.97307000e+04,4.69271000e+04,1.19856600e+05,8.94164000e+04,8.75020000e+03,5.41236140e+03,3.50982000e+04,1.14132140e+02,1.12250605e+03,2.43414286e+00,1.11978628e+02,4.37318801e+04,3.40567000e+04,2.00047653e+04,4.75789314e+04,1.21521444e+05,9.06584204e+04,3.45297577e+04,3.55857244e+04,4.43393289e+04,5.13876208e+02,7.99250533e+04,7.98259673e+04,1.00317413e+04,1.36007004e+04,-5.56344762e+02,1.81803807e+04,3.12658200e+04,9.10010633e+04,9.12749662e+04,1.55418000e+04,7.62067187e+01,-4.42784845e-01,1.30443556e+04,3.20175052e+05,3.98989557e+04,5.27563193e+04,8.21707906e+04,1.23242620e+05,3.70435278e+05,3.73235056e+05,2.49688751e+05,2.54038142e+00,3.03600634e+00,3.36904268e+00,4.71085340e+00,9.32763555e+00,1.00830334e+01,8.69181161e+00,1.19696019e+00,3.75629937e+00,3.75629937e+00,3.67221773e+00,4.09010988e+00,6.93789917e+00,-1.49164147e+00,-6.33585244e+00,1.13198316e+01,6.32686711e+00,8.49348574e+00,3.84762521e+00,-2.88461538e+00,-4.20168067e+00,-5.33095861e+00,2.26634754e+01,1.16789057e+01,1.14368266e+00,2.02634062e+00,4.53071707e+00,6.88169770e+00,-3.07170727e-02,8.73928293e+00,-2.83884772e+00,9.20000000e-01,-1.05906513e-03,3.05055737e+00,1.44944263e+00,7.85000000e+00
"2010Q4",1.00000000e+02,1.00000000e+02,2.19179000e+02,4.50000000e+00,7.98000000e+00,7.71000000e+00,9.13655755e+01,1.32500000e+01,5.34000000e+00,7.80940000e-01,2.33903000e+04,5.30764000e+04,1.27546400e+05,9.32498000e+04,9.31150000e+03,5.56200000e+03,3.67692000e+04,1.29309871e+02,1.30114131e+03,1.77740909e+00,1.09450413e+02,4.43847600e+04,3.47720000e+04,2.33903000e+04,5.30764000e+04,1.27546400e+05,9.32498000e+04,3.47720000e+04,3.67692000e+04,4.43847600e+04,5.93643238e+02,8.11539600e+04,8.40584455e+04,1.16119141e+04,1.44608870e+04,7.38881822e+00,2.07052720e+04,3.39450456e+04,9.68606158e+04,9.70279701e+04,1.56490000e+04,8.52376563e+01,-1.47208710e-01,1.44682759e+04,3.22278148e+05,4.05574076e+04,5.25498998e+04,8.23895397e+04,1.25636268e+05,3.73480718e+05,3.75532520e+05,2.49191780e+05,2.80572967e+00,2.74820036e+00,3.30037737e+00,7.59648886e+00,7.78908704e+00,5.79907440e+00,1.00038812e+01,1.04665811e+00,5.39355405e+00,5.39355405e+00,4.52461196e+00,3.85601197e+00,5.58892790e+00,3.27031792e-01,1.00407416e+01,1.40182188e+01,2.59811413e+00,7.47541357e+00,3.71193636e+00,-4.20168067e+00,-3.86533666e+00,-7.74347082e+00,2.84623447e+01,1.19639841e+01,1.49572353e+00,2.70883139e+00,4.18602043e+00,8.04242670e+00,3.13979569e-01,9.06397957e+00,-3.37497602e+00,8.40000000e-01,-7.52253961e-04,2.97409046e+00,1.52590954e+00,7.91000000e+00
"2011Q1",1.02517162e+02,1.02517162e+02,2.23467000e+02,4.50000000e+00,7.71000000e+00,7.79000000e+00,9.51069111e+01,1.33700000e+01,5.30000000e+00,7.82500000e-01,2.24994000e+04,5.20411000e+04,1.30733400e+05,9.44751000e+04,1.02046223e+04,5.52250000e+03,3.97498000e+04,1.34279423e+02,1.38586122e+03,1.65926087e+00,1.05144830e+02,4.25784750e+04,3.65034223e+04,2.19469594e+04,5.07633051e+04,1.27523428e+05,9.21553989e+04,3.56071329e+04,3.87738004e+04,4.15330214e+04,6.20163704e+02,8.03068218e+04,8.11973787e+04,9.65176336e+03,1.35784140e+04,6.82548976e+01,2.21637160e+04,3.13655099e+04,9.72754947e+04,9.72502403e+04,1.57274500e+04,9.46009677e+01,1.15566749e-01,1.36466689e+04,3.25423514e+05,4.12327824e+04,5.49114347e+04,8.31292106e+04,1.27119554e+05,3.77207960e+05,3.78306697e+05,2.53215395e+05,3.05422418e+00,2.52813397e+00,3.12827759e+00,6.23772091e+00,6.60650299e+00,4.02771848e+00,8.17019402e+00,1.39916011e+00,4.99504558e+00,4.99504558e+00,3.51729214e+00,3.17611782e+00,7.17997876e+00,2.93947959e+00,2.10440894e+01,2.46550593e+01,-3.28644801e+00,8.45056759e+00,7.34404687e+00,-3.86533666e+00,-2.74656679e+00,-6.07460426e+00,3.94257383e+01,1.99242513e+01,2.68160326e+00,2.77078497e+00,5.75042580e+00,1.08756354e+01,-1.25042580e+00,7.61957420e+00,-3.47412373e+00,8.00000000e-01,-5.34325988e-04,2.91833492e+00,1.58166508e+00,8.07000000e+00
"2011Q2",1.04230000e+02,1.04230000e+02,2.25722000e+02,4.75000000e+00,7.79000000e+00,7.85000000e+00,9.46861409e+01,1.33900000e+01,5.26000000e+00,7.33500000e-01,2.26012000e+04,5.25621000e+04,1.32861100e+05,9.74589000e+04,9.72350568e+03,5.53090000e+03,4.16921000e+04,1.34955868e+02,1.79060337e+03,2.09563636e+00,1.05612077e+02,4.30857110e+04,3.79898280e+04,2.16839681e+04,5.04289552e+04,1.27469155e+05,9.35036938e+04,3.64480745e+04,4.00000959e+04,4.13371496e+04,7.93278177e+02,8.13372455e+04,8.33905083e+04,1.10855783e+04,1.51400580e+04,-6.10030556e+01,2.17902563e+04,3.42055848e+04,9.62170126e+04,9.59622558e+04,1.57952500e+04,1.02343016e+02,2.91197012e-01,1.50790550e+04,3.28472300e+05,4.23809970e+04,5.62383554e+04,8.28396249e+04,1.30781960e+05,3.81354187e+05,3.81515432e+05,2.53928695e+05,3.39766342e+00,2.56928896e+00,2.98986645e+00,9.52009619e+00,6.87102572e+00,1.19155475e+00,7.36911162e+00,2.19265232e+00,6.42229937e+00,6.42229937e+00,6.05806176e+00,5.55541746e+00,5.63307112e+00,3.29569070e+00,5.38933930e+01,2.08765627e+01,-6.74184644e+00,5.06353850e+00,7.51663812e+00,-2.74656679e+00,-2.84653465e+00,-5.37638655e+00,4.09459940e+01,3.11201404e+01,3.55882825e+00,2.47090784e+00,5.77705186e+00,1.21370945e+01,-1.02705186e+00,7.61294814e+00,-3.35593566e+00,5.10000000e-01,-3.79531750e-04,2.91709081e+00,1.83290919e+00,8.13000000e+00
"2011Q3",1.05780000e+02,1.05780000e+02,2.26889000e+02,5.00000000e+00,7.85000000e+00,7.80000000e+00,9.48282967e+01,1.35100000e+01,5.24000000e+00,8.64890000e-01,2.17760000e+04,5.16103000e+04,1.33626600e+05,1.00813600e+05,1.00921291e+04,5.47510000e+03,4.41941000e+04,1.30409370e+02,2.05301806e+03,3.42976190e+00,1.05453755e+02,4.29795350e+04,3.93317571e+04,2.05861221e+04,4.87902250e+04,1.26325014e+05,9.53049726e+04,3.71826027e+04,4.17792588e+04,4.06310597e+04,9.04855704e+02,8.24103186e+04,8.41058799e+04,1.05228284e+04,1.54046918e+04,1.81003527e+03,1.98414333e+04,3.51895401e+04,9.62202966e+04,9.57497645e+04,1.58313500e+04,8.95384375e+01,3.47610846e-01,1.72147271e+04,3.32752212e+05,4.28720842e+04,6.04087268e+04,8.45006775e+04,1.34705680e+05,3.86573420e+05,3.85990231e+05,2.58455259e+05,4.35653466e+00,3.41746424e+00,3.92821365e+00,1.45051960e+01,7.45164472e+00,2.83541983e+00,9.30121411e+00,3.51097420e+00,7.24931562e+00,7.24931562e+00,2.90609186e+00,2.54586137e+00,3.95285824e+00,5.12533994e+00,7.60843739e+01,1.74045478e+01,-8.36338587e+00,3.10949463e+00,7.68277914e+00,-2.84653465e+00,-2.25563910e+00,-5.82689148e+00,1.42617411e+01,1.74941514e+01,3.86835684e+00,1.86304032e+00,6.34518372e+00,5.73601291e+00,-1.34518372e+00,7.16481628e+00,-2.50110294e+00,2.40000000e-01,-2.69581402e-04,3.00519095e+00,1.99480905e+00,8.27000000e+00
"2011Q4",1.06200000e+02,1.06200000e+02,2.25672000e+02,5.50000000e+00,7.80000000e+00,7.73000000e+00,9.63747813e+01,1.35100000e+01,5.19000000e+00,1.12800000e+00,2.45325000e+04,5.73405000e+04,1.41226100e+05,1.06391800e+05,1.02718968e+04,5.60490000e+03,4.50746000e+04,1.22061288e+02,2.11535778e+03,3.52009524e+00,1.03761584e+02,4.37182200e+04,4.02921539e+04,2.31002825e+04,5.39929379e+04,1.32981262e+05,1.00180603e+05,3.79398813e+04,4.24431262e+04,4.11659322e+04,9.37359433e+02,8.36090584e+04,8.59988686e+04,1.22887674e+04,1.55543239e+04,-2.42855016e+01,2.09830945e+04,3.36322789e+04,1.00369523e+05,1.00108220e+05,1.58915250e+04,9.40555556e+01,2.86426025e-01,1.55300384e+04,3.34692635e+05,4.35489375e+04,6.14704894e+04,8.47785000e+04,1.34392914e+05,3.90082327e+05,3.89070481e+05,2.61770211e+05,4.44510463e+00,3.60500370e+00,3.85210353e+00,1.69754645e+01,7.37603825e+00,2.89959178e+00,6.96983925e+00,5.04769122e+00,6.20000000e+00,6.20000000e+00,-1.23990506e+00,1.72682747e+00,4.26108598e+00,7.43251207e+00,5.78994542e+01,1.54311929e+01,-7.25210139e+00,3.02523547e+00,9.11043742e+00,-2.25563910e+00,2.59403372e-01,-5.19763125e+00,-5.60559155e+00,1.03450748e+01,2.96241884e+00,1.54977954e+00,6.31235002e+00,1.22803961e+00,-8.12350019e-01,7.19764998e+00,-1.29356564e+00,-3.10000000e-01,-1.91483670e-04,3.12997639e+00,2.37002361e+00,8.32000000e+00
"2012Q1",1.07180000e+02,1.07180000e+02,2.29392000e+02,5.50000000e+00,7.73000000e+00,7.85000000e+00,9.66232111e+01,1.33900000e+01,5.21000000e+00,1.04850000e+00,2.33657000e+04,5.59294000e+04,1.42932800e+05,1.08706600e+05,1.08264329e+04,5.52800000e+03,4.61287610e+04,1.25763249e+02,1.94738850e+03,3.03881818e+00,1.03494801e+02,4.27314400e+04,4.09139645e+04,2.18004292e+04,5.21826833e+04,1.33357716e+05,1.01424333e+05,3.81731335e+04,4.30385902e+04,3.98688561e+04,8.48934795e+02,8.29074464e+04,8.44601636e+04,9.72756576e+03,1.39216940e+04,3.97250891e+03,2.22883017e+04,3.34267707e+04,1.00987582e+05,1.00881917e+05,1.59940500e+04,1.03034355e+02,1.41568459e-01,1.78942029e+04,3.37955420e+05,4.36247399e+04,6.57180234e+04,8.49030857e+04,1.36454174e+05,3.93794414e+05,3.92702158e+05,2.67219269e+05,4.39716431e+00,3.80523548e+00,3.85095282e+00,1.96800335e+01,5.80110616e+00,2.13387705e+00,7.34318181e+00,5.53041996e+00,4.54834819e+00,4.54834819e+00,-6.67655969e-01,2.79607132e+00,4.57507141e+00,1.00579393e+01,3.68888230e+01,1.09991534e+01,-4.00684847e+00,3.23836071e+00,7.20642287e+00,2.59403372e-01,7.70218228e-01,-1.56929173e+00,-6.34212882e+00,8.91469428e+00,2.65139819e+00,1.69512540e+00,5.25403435e+00,9.60619512e-01,2.45965647e-01,8.13596565e+00,-7.42710435e-01,-2.90000000e-01,-1.36010851e-04,3.18884424e+00,2.31115576e+00,8.18000000e+00
"2012Q2",1.07850000e+02,1.07850000e+02,2.29478000e+02,5.50000000e+00,7.85000000e+00,7.98000000e+00,9.56562372e+01,1.34600000e+01,5.32000000e+00,1.06800000e+00,2.30450000e+04,5.45515000e+04,1.41329200e+05,1.12137000e+05,1.03003982e+04,6.23840000e+03,4.71604164e+04,1.15870059e+02,2.21752352e+03,3.82898509e+00,1.04541014e+02,4.89714400e+04,4.14908570e+04,2.13676402e+04,5.05808994e+04,1.31042374e+05,1.03974965e+05,3.84708919e+04,4.37277852e+04,4.54069912e+04,9.66333819e+02,8.91347764e+04,8.51650145e+04,1.07021485e+04,1.60349730e+04,-8.18708045e+02,2.16964836e+04,3.39789453e+04,9.87960441e+04,9.88886680e+04,1.60882750e+04,9.33520635e+01,-3.57527750e-02,1.52162650e+04,3.39729927e+05,4.32413101e+04,6.58552334e+04,8.48093130e+04,1.36227535e+05,3.96373445e+05,3.95628570e+05,2.69357625e+05,3.93840150e+00,3.69923109e+00,3.42726827e+00,1.71002121e+01,2.02995003e+00,2.37771248e+00,4.16385768e+00,6.07608772e+00,3.47308836e+00,3.47308836e+00,-1.45881005e+00,3.01303490e-01,2.80320280e+00,1.11987784e+01,2.18152531e+01,9.31920084e+00,9.84548199e+00,9.58666703e+00,5.54986103e+00,7.70218228e-01,1.65605096e+00,-1.01414854e+00,-1.41422595e+01,-8.78511575e+00,1.66399376e+00,1.85514633e+00,4.10849462e+00,-2.09104711e+00,1.39150538e+00,9.35150538e+00,9.57727164e-01,-1.80000000e-01,-9.66085071e-05,3.25866724e+00,2.24133276e+00,8.14000000e+00
