"Class[Size] ->","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]","tseries[131-by-1]"
"2008Q3",1.01741810e+01,2.57418382e+00,9.50280840e+01,9.48540000e+01,7.25000000e+00,7.46000000e+00,7.46000000e+00,7.71000000e+00,9.29636988e+01,1.36700000e+01,5.34000000e+00,2.03000000e+00,1.73444163e+04,4.05147000e+04,9.73736000e+04,8.38366000e+04,8.35020000e+03,4.30880000e+03,2.51076000e+04,1.75959836e+03,2.53666667e+00,2.53666667e+00,1.07568870e+02,3.21436480e+04,3.35480000e+04,2.01951942e+04,4.62362140e+04,1.05973034e+05,8.87813870e+04,3.53032478e+04,2.64212419e+04,3.38254194e+04,1.85505973e+03,6.02466614e+04,2.01951942e+04,4.62362140e+04,1.05973034e+05,8.87813870e+04,7.76350850e+04,8.39839699e+03,1.55201727e+04,1.92778778e+04,3.11656996e+04,8.80409731e+04,1.57431000e+04,1.55201727e+04,3.08446440e+05,3.10576155e+04,6.58892951e+04,8.12868635e+04,1.27798677e+05,3.58461101e+05,2.46537058e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,4.17301592e+00,4.17301592e+00,6.11589855e+00,-6.21643645e+00,7.20754808e+00,3.36439227e+00,-1.22457649e+00,6.47567300e+00,1.27483648e+01,-3.55881718e+00,-5.22321431e+00,-2.63034508e+00,9.35429491e+00,1.88592644e+01,-6.08122808e+00,-1.19900047e+01,-9.49283316e+00,-2.22286583e+00,-3.11688312e+00,-3.11688312e+00,1.04849279e+00,-9.80579412e+00,2.04402177e+00,1.30369036e+00,9.65472031e+00,-2.92418098e+00,3.49581902e+00,-7.12732771e-01,-1.91000000e+00,0.00000000e+00,7.25000000e+00,5.26298137e+00,8.33000000e+00
"2008Q4",9.88320541e+00,-4.82978186e-01,9.51477013e+01,9.46310000e+01,7.25000000e+00,7.71000000e+00,7.71000000e+00,8.08000000e+00,9.38097272e+01,1.38400000e+01,5.47000000e+00,1.40000000e-01,1.96659342e+04,4.58807000e+04,1.04192600e+05,8.72094000e+04,8.39210000e+03,4.38240000e+03,2.62099000e+04,1.50712023e+03,5.66742857e+00,5.66742857e+00,1.06598754e+02,3.37883040e+04,3.33581000e+04,1.96103399e+04,4.55392940e+04,1.05505251e+05,8.91930770e+04,3.50592810e+04,2.75465404e+04,3.55114244e+04,1.59262845e+03,6.30579648e+04,1.96103399e+04,4.55392940e+04,1.05505251e+05,8.91930770e+04,7.97135587e+04,9.82167526e+03,1.59529787e+04,1.72573043e+04,3.07278561e+04,9.18083657e+04,1.56429750e+04,1.59529787e+04,3.10831058e+05,3.28955846e+04,6.53230568e+04,7.93176245e+04,1.23746310e+05,3.61006846e+05,2.52407805e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,3.66233111e+00,3.66233111e+00,5.42476729e+00,-5.92911255e+00,1.09969739e+01,-4.65947798e-01,-5.72892297e+00,8.32458894e+00,9.40022723e+00,-9.88863315e+00,-7.78973912e+00,-3.38040317e+00,5.59379153e+00,-1.35348825e+01,-9.63948166e-01,-4.21574223e+00,-2.82186218e+00,-3.33381505e+00,1.04849279e+00,1.04849279e+00,5.75916230e+00,-7.54579628e+00,1.13715306e+00,1.22248802e-01,8.95107007e+00,-2.63320541e+00,3.95679459e+00,1.32113959e+00,-1.78000000e+00,0.00000000e+00,7.25000000e+00,5.34062324e+00,8.37000000e+00
"2009Q1",7.72795916e+00,-2.72941222e+00,9.39515290e+01,9.47450000e+01,6.45454545e+00,8.08000000e+00,8.08000000e+00,8.13000000e+00,8.73403297e+01,1.38300000e+01,5.60000000e+00,1.60000000e-01,1.80847000e+04,4.39579000e+04,1.05644600e+05,8.74310000e+04,7.89670000e+03,4.64950000e+03,2.73625000e+04,1.38665328e+03,4.68645455e+00,4.68645455e+00,1.14494645e+02,3.75679600e+04,3.27328000e+04,1.92143833e+04,4.53217136e+04,1.06687932e+05,9.01063571e+04,3.48400929e+04,2.91240603e+04,3.99865339e+04,1.46356354e+03,6.91105942e+04,1.92143833e+04,4.53217136e+04,1.06687932e+05,9.01063571e+04,7.44814233e+04,7.92547571e+03,1.52914782e+04,1.93870021e+04,2.65748846e+04,9.08888396e+04,1.55141250e+04,1.52914782e+04,3.09204129e+05,3.40791261e+04,6.31561700e+04,7.82411126e+04,1.19143220e+05,3.60897026e+05,2.53217080e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,2.86584849e+00,2.86584849e+00,3.14680464e+00,-7.48891290e+00,1.36063527e+01,-1.52659043e+00,-8.76312434e+00,6.63882650e+00,4.99854693e+00,-1.08220621e+01,-7.66027968e+00,-2.39501630e+00,3.41866254e+00,-1.76386556e+01,5.40574697e+00,1.16558482e+01,8.93381894e+00,-3.41087437e+00,5.75916230e+00,5.75916230e+00,8.54472630e+00,3.18404981e-01,7.62538818e-01,-1.05692975e+00,7.86285758e+00,-1.27341370e+00,6.10204084e+00,4.79660955e+00,-8.54545455e-01,0.00000000e+00,6.45454545e+00,5.28442305e+00,8.23000000e+00
"2009Q2",5.84250975e+00,-5.22529444e+00,9.41075515e+01,9.51510000e+01,5.54545455e+00,8.13000000e+00,8.13000000e+00,8.32000000e+00,8.57148676e+01,1.38200000e+01,5.73000000e+00,2.20000000e-01,1.78910000e+04,4.44196000e+04,1.06903900e+05,8.71038000e+04,7.42370000e+03,4.78440000e+03,2.77699000e+04,1.36493453e+03,3.15818182e+00,3.15818182e+00,1.16665875e+02,3.88971720e+04,3.20627000e+04,1.92952320e+04,4.62109223e+04,1.09504459e+05,9.13743102e+04,3.40702733e+04,2.95086840e+04,4.13326788e+04,1.43449310e+03,7.08413628e+04,1.92952320e+04,4.62109223e+04,1.09504459e+05,9.13743102e+04,7.69573659e+04,8.95870398e+03,1.37703433e+04,2.01263085e+04,2.62553324e+04,8.92995135e+04,1.53563750e+04,1.37703433e+04,3.08787433e+05,3.51042519e+04,6.05349729e+04,7.60484927e+04,1.14723773e+05,3.60037692e+05,2.54598633e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,1.20194441e+00,1.20194441e+00,1.47461687e+00,-1.09722056e+01,1.48108781e+01,-6.53128536e+00,-1.20419915e+01,5.26450842e+00,6.17215304e-01,-7.51928613e+00,-3.45462720e+00,1.55244984e+00,3.51245520e+00,-2.30816528e+01,9.96713422e+00,1.80062463e+01,1.45189763e+01,-3.71582479e+00,8.54472630e+00,8.54472630e+00,1.15281501e+01,6.27143465e+00,7.19797610e-01,-2.39757589e+00,6.10482192e+00,-2.97055202e-01,7.97749025e+00,8.64365622e+00,1.84545455e-01,0.00000000e+00,5.54545455e+00,5.09282741e+00,8.09000000e+00
"2009Q3",4.48168469e+00,-4.44884755e+00,9.50592885e+01,9.55410000e+01,4.63636364e+00,8.32000000e+00,8.32000000e+00,8.33000000e+00,8.45420619e+01,1.39800000e+01,5.66000000e+00,7.00000000e-02,1.83428000e+04,4.34510000e+04,1.08022900e+05,8.74842000e+04,7.89510000e+03,4.76450000e+03,3.03877000e+04,1.18488593e+03,2.86433333e+00,2.86433333e+00,1.18284316e+02,3.96406400e+04,3.16076000e+04,1.95563029e+04,4.69796521e+04,1.12296749e+05,9.23263662e+04,3.32504067e+04,3.19671023e+04,4.17009643e+04,1.24018582e+03,7.36680666e+04,1.95563029e+04,4.69796521e+04,1.12296749e+05,9.23263662e+04,7.85874387e+04,9.78899426e+03,1.35512705e+04,1.78737586e+04,2.98291440e+04,8.92607219e+04,1.52331250e+04,1.35512705e+04,3.09739787e+05,3.64948492e+04,5.85660706e+04,7.46443735e+04,1.13387217e+05,3.61257441e+05,2.54918640e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,7.80095858e-01,7.80095858e-01,4.19309819e-01,-1.11144374e+01,1.75069257e+01,-8.17166478e+00,-1.12766898e+01,3.39972507e+00,3.28371350e-02,-3.16358122e+00,1.60791304e+00,5.96728710e+00,3.99293064e+00,-3.31457744e+01,2.09901577e+01,2.32829187e+01,2.22774257e+01,-5.81487905e+00,1.15281501e+01,1.15281501e+01,8.04150454e+00,9.96147560e+00,7.24270985e-01,-3.23935565e+00,4.70409238e+00,1.54678951e-01,9.49831531e+00,8.29311542e+00,1.02363636e+00,0.00000000e+00,4.63636364e+00,4.88959329e+00,8.32000000e+00
"2009Q4",3.56567502e+00,-3.84443972e+00,9.48824631e+01,9.60600000e+01,4.50000000e+00,8.33000000e+00,8.33000000e+00,8.02000000e+00,8.42907088e+01,1.35700000e+01,5.61000000e+00,5.00000000e-02,2.12326000e+04,4.84904000e+04,1.14613500e+05,8.81893000e+04,8.59620000e+03,4.92760000e+03,3.05982000e+04,1.16499273e+03,2.35168182e+00,2.35168182e+00,1.18637038e+02,4.10469080e+04,3.18117000e+04,1.99835387e+04,4.77009654e+04,1.15119018e+05,9.26486093e+04,3.35274812e+04,3.22485305e+04,4.32607952e+04,1.21277611e+03,7.55093256e+04,1.99835387e+04,4.77009654e+04,1.15119018e+05,9.26486093e+04,8.19553502e+04,1.09534622e+04,1.41857723e+04,2.04865229e+04,3.15513981e+04,9.38389783e+04,1.52362750e+04,1.41857723e+04,3.11981578e+05,3.76266362e+04,5.67988642e+04,7.78735921e+04,1.14210759e+05,3.63288053e+05,2.54569683e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,6.31901494e-01,6.31901494e-01,3.70143121e-01,-1.30492862e+01,1.43820262e+01,-1.82056934e+00,-7.70572546e+00,8.56502060e-01,-2.78764696e-01,1.90307165e+00,4.74682672e+00,9.11212112e+00,3.87421589e+00,-2.38506568e+01,1.70692579e+01,2.18221908e+01,1.97458970e+01,-4.36917064e+00,8.04150454e+00,8.04150454e+00,-7.42574257e-01,1.12930814e+01,1.51007598e+00,-2.59988909e+00,4.17439747e+00,9.34324980e-01,1.00043250e+01,5.39278794e+00,1.11000000e+00,0.00000000e+00,4.50000000e+00,4.70518511e+00,7.96000000e+00
"2010Q1",3.86711025e+00,5.88194470e-02,9.76400000e+01,9.64290000e+01,4.50000000e+00,8.02000000e+00,8.02000000e+00,8.01000000e+00,8.93295426e+01,1.34800000e+01,5.62000000e+00,9.00000000e-02,2.07009000e+04,4.80395000e+04,1.16172700e+05,8.74111000e+04,8.47320000e+03,5.22828900e+03,3.03834347e+04,1.11502220e+03,2.00091304e+00,2.00091304e+00,1.11945049e+02,4.19308778e+04,3.23882000e+04,2.04716090e+04,4.83041617e+04,1.16752715e+05,9.17646531e+04,3.31710365e+04,3.11178152e+04,4.29443648e+04,1.15631418e+03,7.40621800e+04,2.04716090e+04,4.83041617e+04,1.16752715e+05,9.17646531e+04,7.80520119e+04,8.97638854e+03,1.40437804e+04,2.14240451e+04,2.98822234e+04,9.36320255e+04,1.53034250e+04,1.40437804e+04,3.15552167e+05,3.86775490e+04,5.55511664e+04,7.99106352e+04,1.17518098e+05,3.66031239e+05,2.53585235e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,1.42262551e+00,1.42262551e+00,2.05302473e+00,-1.20415846e+01,1.34933708e+01,2.13381746e+00,-1.36400689e+00,1.45391180e-01,3.92592970e+00,6.54314871e+00,6.58061641e+00,9.43385323e+00,1.84037626e+00,-2.09932370e+01,6.84573105e+00,7.39706747e+00,7.16472747e+00,-4.79061997e+00,-7.42574257e-01,-7.42574257e-01,-1.47601476e+00,-2.22682535e+00,1.77740250e+00,-1.35811720e+00,3.86877215e+00,6.32889748e-01,9.61288975e+00,3.28274489e+00,1.12000000e+00,0.00000000e+00,4.50000000e+00,4.55313490e+00,7.86000000e+00
"2010Q2",4.17186928e+00,-9.94559070e-02,9.79400000e+01,9.66320000e+01,4.50000000e+00,8.01000000e+00,8.01000000e+00,8.08000000e+00,8.95954480e+01,1.33600000e+01,5.50000000e+00,9.00000000e-02,2.00242000e+04,4.67907000e+04,1.18185800e+05,8.86557000e+04,8.23710000e+03,5.41977550e+03,3.24340174e+04,1.12354972e+03,2.31790909e+00,2.31790909e+00,1.11612813e+02,4.34124018e+04,3.32016000e+04,2.08301460e+04,4.84476553e+04,1.18521229e+05,9.12553293e+04,3.38999387e+04,3.31162114e+04,4.43255072e+04,1.16270978e+03,7.74417186e+04,2.08301460e+04,4.84476553e+04,1.18521229e+05,9.12553293e+04,8.03417229e+04,9.93736371e+03,1.35597660e+04,2.20798419e+04,3.05431789e+04,9.20943826e+04,1.54143750e+04,1.35597660e+04,3.18936524e+05,3.96562087e+04,5.53405891e+04,8.18641686e+04,1.21805944e+05,3.68826108e+05,2.52471168e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,2.44097119e+00,2.44097119e+00,3.28675640e+00,-8.58079808e+00,1.29669671e+01,7.64732561e+00,6.17323811e+00,-8.35615142e-01,4.07241337e+00,7.95488722e+00,4.84026896e+00,8.23415815e+00,-1.30212654e-01,-1.89462967e+01,1.22253075e+01,7.24082850e+00,9.31709314e+00,-4.99950712e-01,-1.47601476e+00,-1.47601476e+00,-2.88461538e+00,-4.33122487e+00,1.55647339e+00,3.77693303e-01,4.02560186e+00,3.28130722e-01,9.18813072e+00,-1.81359482e+00,1.00000000e+00,0.00000000e+00,4.50000000e+00,4.47478574e+00,7.86000000e+00
"2010Q3",4.18409348e+00,-4.27794101e-01,9.86300000e+01,9.67810000e+01,4.50000000e+00,8.08000000e+00,8.08000000e+00,7.98000000e+00,8.93027548e+01,1.32700000e+01,5.42000000e+00,1.50000000e-01,1.97307000e+04,4.69271000e+04,1.19856600e+05,8.94164000e+04,8.75020000e+03,5.41236140e+03,3.51389308e+04,1.12250605e+03,2.43414286e+00,2.43414286e+00,1.11978628e+02,4.37318801e+04,3.40567000e+04,2.10072953e+04,4.89150461e+04,1.20492241e+05,9.09121354e+04,3.45297577e+04,3.56270210e+04,4.43393289e+04,1.15984134e+03,7.99663499e+04,2.10072953e+04,4.89150461e+04,1.20492241e+05,9.09121354e+04,7.98259673e+04,1.00317413e+04,1.36007004e+04,1.81803807e+04,3.12658200e+04,9.08708145e+04,1.55418000e+04,1.36007004e+04,3.20175052e+05,3.98989557e+04,5.53900190e+04,8.21707906e+04,1.23242620e+05,3.70436201e+05,2.52322451e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,2.54078088e+00,2.54078088e+00,3.36904270e+00,-5.42302322e+00,9.32763555e+00,1.00830334e+01,8.69181162e+00,-1.01843837e+00,3.75629937e+00,7.41956426e+00,4.11964316e+00,7.29806698e+00,-1.53177342e+00,-6.47842231e+00,1.14490160e+01,6.32686711e+00,8.54954332e+00,3.84762521e+00,-2.88461538e+00,-2.88461538e+00,-4.20168067e+00,-5.33095861e+00,1.29787212e+00,2.02634062e+00,4.32780647e+00,3.15906525e-01,9.08590652e+00,-2.83884772e+00,9.20000000e-01,0.00000000e+00,4.50000000e+00,4.43596711e+00,7.85000000e+00
"2010Q4",4.48374367e+00,9.09810382e-01,1.00000000e+02,9.70740000e+01,4.50000000e+00,7.98000000e+00,7.98000000e+00,7.71000000e+00,9.13655755e+01,1.32500000e+01,5.34000000e+00,1.30000000e-01,2.33903000e+04,5.30764000e+04,1.27546400e+05,9.32498000e+04,9.31150000e+03,5.56199980e+03,3.67953863e+04,1.30114131e+03,1.77740909e+00,1.77740909e+00,1.09450413e+02,4.43847584e+04,3.47720000e+04,2.12604224e+04,4.94077071e+04,1.22180031e+05,9.09881260e+04,3.47720000e+04,3.67953863e+04,4.43847584e+04,1.34036025e+03,8.11801447e+04,2.12604224e+04,4.94077071e+04,1.22180031e+05,9.09881260e+04,8.40584455e+04,1.16119141e+04,1.44608870e+04,2.07052720e+04,3.39450456e+04,9.68851365e+04,1.56490000e+04,1.44608870e+04,3.22278148e+05,4.05574076e+04,5.56651338e+04,8.23895397e+04,1.25636268e+05,3.73482359e+05,2.52307013e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,2.80612191e+00,2.80612191e+00,3.30037738e+00,-1.99604411e+00,7.78908704e+00,5.79907440e+00,1.00038813e+01,-8.88821352e-01,5.39355405e+00,6.38967756e+00,3.57800257e+00,6.13366335e+00,-1.79223769e+00,1.05200084e+01,1.40994202e+01,2.59811044e+00,7.51009098e+00,3.71193636e+00,-4.20168067e+00,-4.20168067e+00,-3.86533666e+00,-7.74347082e+00,1.05559026e+00,2.70883139e+00,4.42597771e+00,1.62563320e-02,8.76625633e+00,-3.37497602e+00,8.40000000e-01,0.00000000e+00,4.50000000e+00,4.36382984e+00,7.91000000e+00
"2011Q1",4.66786194e+00,3.27183638e-01,1.02517162e+02,9.76000000e+01,4.50000000e+00,7.71000000e+00,7.71000000e+00,7.79000000e+00,9.51069111e+01,1.33700000e+01,5.30000000e+00,1.00000000e-01,2.24994000e+04,5.20411000e+04,1.30733400e+05,9.44751000e+04,1.02046223e+04,5.52245290e+03,3.96208166e+04,1.38586122e+03,1.65926087e+00,1.65926087e+00,1.05144830e+02,4.25781119e+04,3.65034223e+04,2.14468498e+04,4.97983747e+04,1.24315727e+05,9.16460100e+04,3.56071329e+04,3.86479840e+04,4.15326671e+04,1.41993978e+03,8.01806511e+04,2.14468498e+04,4.97983747e+04,1.24315727e+05,9.16460100e+04,8.11973787e+04,9.65176336e+03,1.35784140e+04,2.21637160e+04,3.13655099e+04,9.73626292e+04,1.57274500e+04,1.35784140e+04,3.25423514e+05,4.12327824e+04,5.51997674e+04,8.31292106e+04,1.27119554e+05,3.77212963e+05,2.53503727e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,3.05485501e+00,3.05485501e+00,3.12827758e+00,-6.32568086e-01,6.60650299e+00,4.02771848e+00,8.17019398e+00,-3.21421789e-02,4.99504558e+00,4.76387005e+00,3.09334201e+00,6.47780411e+00,-1.29290641e-01,2.27987862e+01,2.41988995e+01,-3.28727101e+00,8.26126259e+00,7.34404687e+00,-3.86533666e+00,-3.86533666e+00,-2.74656679e+00,-6.07460426e+00,1.21436497e+00,2.77078497e+00,4.80000019e+00,-1.67861938e-01,8.70213806e+00,-3.47412373e+00,8.00000000e-01,0.00000000e+00,4.50000000e+00,4.30455324e+00,8.07000000e+00
"2011Q2",5.11625671e+00,1.30604265e+00,1.04230000e+02,9.81640000e+01,4.75000000e+00,7.79000000e+00,7.79000000e+00,7.85000000e+00,9.46861409e+01,1.33900000e+01,5.26000000e+00,7.00000000e-02,2.26012000e+04,5.25621000e+04,1.32861100e+05,9.74589000e+04,9.72350568e+03,5.53085000e+03,4.16073708e+04,1.79060337e+03,2.09563636e+00,2.09563636e+00,1.05612077e+02,4.30853215e+04,3.79898280e+04,2.17564982e+04,5.04618979e+04,1.26015107e+05,9.23918282e+04,3.64480745e+04,3.99188053e+04,4.13367759e+04,1.82409373e+03,8.12555812e+04,2.17564982e+04,5.04618979e+04,1.26015107e+05,9.23918282e+04,8.33905083e+04,1.10855783e+04,1.51400580e+04,2.17902563e+04,3.42055848e+04,9.62416950e+04,1.57952500e+04,1.51400580e+04,3.28472300e+05,4.23809970e+04,5.67800595e+04,8.28396249e+04,1.30781960e+05,3.81360275e+05,2.54470399e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,3.39839471e+00,3.39839471e+00,2.98986643e+00,2.60111143e+00,6.87102572e+00,1.19155475e+00,7.36911159e+00,7.91864866e-01,6.42229937e+00,4.44717101e+00,4.15756478e+00,6.32281472e+00,1.24540555e+00,5.68829779e+01,2.05415826e+01,-6.74268951e+00,4.92481659e+00,7.51663812e+00,-2.74656679e+00,-2.74656679e+00,-2.84653465e+00,-5.37638655e+00,1.58539614e+00,2.47090784e+00,5.10663938e+00,-3.66256714e-01,8.27374329e+00,-3.35593566e+00,5.10000000e-01,0.00000000e+00,4.75000000e+00,4.30531941e+00,8.13000000e+00
"2011Q3",5.54541683e+00,1.70389879e+00,1.05780000e+02,9.85720000e+01,5.00000000e+00,7.85000000e+00,7.85000000e+00,7.80000000e+00,9.48282967e+01,1.35100000e+01,5.24000000e+00,6.00000000e-02,2.17760000e+04,5.16103000e+04,1.33626600e+05,1.00813600e+05,1.00921291e+04,5.47510000e+03,4.41668729e+04,2.05301806e+03,3.42976190e+00,3.42976190e+00,1.05453755e+02,4.29795350e+04,3.93317571e+04,2.19018374e+04,5.07647213e+04,1.27215999e+05,9.35534663e+04,3.71826027e+04,4.17535194e+04,4.06310597e+04,2.08275987e+03,8.23845792e+04,2.19018374e+04,5.07647213e+04,1.27215999e+05,9.35534663e+04,8.41058799e+04,1.05228284e+04,1.54046918e+04,1.98414333e+04,3.51895401e+04,9.60826010e+04,1.58313500e+04,1.54046918e+04,3.32752212e+05,4.28720842e+04,5.85840509e+04,8.45006775e+04,1.34705680e+05,3.86572062e+05,2.56630583e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,4.35590824e+00,4.35590824e+00,3.92821364e+00,5.76643940e+00,7.45164473e+00,2.83541983e+00,9.30121412e+00,1.70739144e+00,7.24931562e+00,4.25824500e+00,3.78140340e+00,5.58024174e+00,2.90536665e+00,7.95728253e+01,1.71962132e+01,-8.36338587e+00,3.02405863e+00,7.68277914e+00,-2.84653465e+00,-2.84653465e+00,-2.25563910e+00,-5.82689148e+00,1.85056984e+00,1.86304032e+00,5.34537411e+00,-5.45416832e-01,7.96458317e+00,-2.50110294e+00,2.40000000e-01,0.00000000e+00,5.00000000e+00,4.41308765e+00,8.27000000e+00
"2011Q4",5.57449150e+00,6.25508499e-01,1.06200000e+02,9.89920000e+01,5.50000000e+00,7.80000000e+00,7.80000000e+00,7.73000000e+00,9.63747813e+01,1.35100000e+01,5.19000000e+00,4.00000000e-02,2.45325000e+04,5.73405000e+04,1.41226100e+05,1.06391800e+05,1.02718968e+04,5.60490000e+03,4.50277376e+04,2.11535778e+03,3.52009524e+00,3.52009524e+00,1.03761584e+02,4.37182200e+04,4.02921539e+04,2.18293330e+04,5.09938558e+04,1.28574715e+05,9.52861670e+04,3.79398813e+04,4.23989996e+04,4.11659322e+04,2.13689771e+03,8.35649318e+04,2.18293330e+04,5.09938558e+04,1.28574715e+05,9.52861670e+04,8.59988686e+04,1.22887674e+04,1.55543239e+04,2.09830945e+04,3.36322789e+04,1.00394956e+05,1.58915250e+04,1.55543239e+04,3.34692635e+05,4.35489375e+04,5.96774878e+04,8.47785000e+04,1.34392914e+05,3.90081882e+05,2.59977210e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,4.44452654e+00,4.44452654e+00,3.85210353e+00,7.20802004e+00,7.37603826e+00,2.89959178e+00,6.96983920e+00,3.04002491e+00,6.20000000e+00,2.67591421e+00,3.21032640e+00,5.23382094e+00,4.72373825e+00,5.94271168e+01,1.52291196e+01,-7.25209805e+00,2.93764834e+00,9.11043742e+00,-2.25563910e+00,-2.25563910e+00,2.59403372e-01,-5.19763125e+00,1.97581227e+00,1.54977954e+00,5.34426570e+00,-7.44915010e-02,7.93550850e+00,-1.29356564e+00,-3.10000000e-01,0.00000000e+00,5.50000000e+00,4.51834932e+00,8.32000000e+00
"2012Q1",5.14311457e+00,-5.94766382e-01,1.07180000e+02,9.95950000e+01,5.50000000e+00,7.73000000e+00,7.73000000e+00,7.85000000e+00,9.66232111e+01,1.33900000e+01,5.21000000e+00,9.00000000e-02,2.33657000e+04,5.59294000e+04,1.42932800e+05,1.08706600e+05,1.08264329e+04,5.52798940e+03,4.60074427e+04,1.94738850e+03,3.03881818e+00,3.03881818e+00,1.03494801e+02,4.27313581e+04,4.09139645e+04,2.17927005e+04,5.13487003e+04,1.30033287e+05,9.76034005e+04,3.81731335e+04,4.29253991e+04,3.98687797e+04,1.95530750e+03,8.27941787e+04,2.17927005e+04,5.13487003e+04,1.30033287e+05,9.76034005e+04,8.44601636e+04,9.72756576e+03,1.39216940e+04,2.22883017e+04,3.34267707e+04,1.01024734e+05,1.59940500e+04,1.39216940e+04,3.37955420e+05,4.36247399e+04,6.00207678e+04,8.49030857e+04,1.36454174e+05,3.93743986e+05,2.61522014e+05,0.00000000e+00,0.00000000e+00,0.00000000e+00,4.38241134e+00,4.38241134e+00,3.85095281e+00,8.73373316e+00,5.80110616e+00,2.13387705e+00,7.34318186e+00,3.16298557e+00,4.54834819e+00,1.61259415e+00,3.11320539e+00,4.59922483e+00,6.50043630e+00,3.77035511e+01,1.10676279e+01,-4.00621383e+00,3.25954900e+00,7.20642287e+00,2.59403372e-01,2.59403372e-01,7.70218228e-01,-1.56929173e+00,2.04405738e+00,1.69512540e+00,5.21296787e+00,3.56885433e-01,8.24688543e+00,-7.42710435e-01,-2.90000000e-01,0.00000000e+00,5.50000000e+00,4.56005003e+00,8.18000000e+00
